user_id,age
1572746,30.0
4484565,29.0
2354269,28.0
1224400,41.0
6277055,24.0
322881,30.0
26982,39.0
6277061,27.0
4606527,39.0
2136406,32.0
891538,37.0
75599,32.0
62463,29.0
6277067,30.0
679994,26.0
1297612,37.0
25847,28.0
6277073,25.0
6277075,28.0
6277076,27.0
1003715,58.0
183847,27.0
6277077,23.0
35278,41.0
2519941,29.0
1297618,38.0
109752,55.0
2064103,40.0
6277080,39.0
6277081,26.0
244488,33.0
2369586,44.0
6277084,41.0
21039,36.0
6277085,37.0
21041,39.0
6277086,31.0
6277087,42.0
1735242,31.0
4685538,34.0
1996429,32.0
1101821,33.0
6277090,29.0
6268682,34.0
1125803,43.0
61310,31.0
837053,36.0
89013,34.0
23409,39.0
19350,36.0
1049007,41.0
4845078,26.0
6277092,41.0
6277093,43.0
10981,37.0
4969311,26.0
6277095,40.0
2158416,35.0
6277096,37.0
169252,31.0
174442,41.0
6277099,35.0
1102780,35.0
6277101,35.0
6202203,29.0
459391,59.0
6277102,26.0
6277103,30.0
107463,56.0
6277104,32.0
4405165,48.0
81374,29.0
6277105,32.0
4005086,26.0
1023486,33.0
731328,38.0
1429137,47.0
1238315,37.0
53620,33.0
6277111,26.0
2554774,27.0
1173212,28.0
6202135,30.0
6277120,50.0
6277123,29.0
6273719,38.0
6276852,27.0
6277127,26.0
1487192,30.0
3123731,32.0
2172680,40.0
27497,37.0
24410,28.0
4563941,36.0
6277134,26.0
792880,33.0
1768478,46.0
886800,27.0
1221493,37.0
6277137,36.0
6277138,25.0
6277139,38.0
6277140,33.0
6193823,42.0
5929296,41.0
1354984,38.0
6277144,22.0
1141835,33.0
2953664,26.0
6277149,34.0
6277150,29.0
4664684,36.0
1104524,41.0
6277152,31.0
680760,38.0
4348300,34.0
6277153,26.0
143920,36.0
1883905,32.0
144047,50.0
4504718,32.0
2896730,28.0
1136030,35.0
32014,31.0
6277163,26.0
6277164,35.0
31333,35.0
1695450,33.0
2271906,33.0
1660411,31.0
241665,33.0
1404890,31.0
675182,32.0
3719608,33.0
1150297,30.0
6277167,40.0
2087366,39.0
218730,32.0
4787272,33.0
349902,28.0
6277169,25.0
6277173,26.0
38494,39.0
6277175,42.0
2347880,30.0
35123,31.0
145017,33.0
6277180,24.0
3240344,28.0
3735142,35.0
235262,37.0
6277183,36.0
6277184,30.0
6277186,24.0
74008,26.0
6274811,42.0
6277188,23.0
50424,33.0
6277190,25.0
26993,28.0
6277192,30.0
6277194,25.0
6277195,39.0
6277196,41.0
6277198,26.0
24929,38.0
4619199,31.0
2425965,31.0
1092998,30.0
6277210,27.0
1585805,32.0
858123,32.0
1893165,32.0
2572721,42.0
6210241,37.0
4933170,28.0
380371,45.0
5043636,27.0
6277213,26.0
6277217,26.0
50591,44.0
6277220,27.0
4704622,30.0
6277221,25.0
30045,31.0
1853346,30.0
6277224,36.0
838955,61.0
6277226,28.0
17998,38.0
6277229,39.0
6277232,49.0
6277234,33.0
3727699,29.0
1305016,31.0
4831867,45.0
6277240,27.0
1645714,41.0
91833,36.0
6277248,24.0
4693623,42.0
6277166,25.0
4777630,30.0
38249,58.0
2633623,37.0
2152667,35.0
95510,38.0
1825386,25.0
6277264,36.0
4769696,28.0
4547023,37.0
1255908,40.0
168042,31.0
39747,45.0
216573,28.0
6277274,32.0
921165,27.0
5921502,33.0
1162170,33.0
6277289,40.0
2562710,29.0
6277293,48.0
6277296,42.0
226035,38.0
1937133,31.0
6277300,45.0
1231439,32.0
6277302,23.0
1040544,35.0
38284,31.0
6277305,42.0
6277306,38.0
6277307,47.0
770790,32.0
2120697,39.0
152130,50.0
6277317,23.0
6262239,33.0
6277322,44.0
1243190,42.0
2190346,51.0
110597,29.0
1240296,29.0
886485,44.0
6277332,39.0
1927618,26.0
1042456,32.0
2007140,34.0
4968164,36.0
61119,59.0
6277339,50.0
235578,49.0
3451123,29.0
6199694,30.0
6277338,25.0
6277350,47.0
918651,45.0
816572,39.0
6277354,43.0
2180308,46.0
1738893,29.0
6277356,27.0
4591935,28.0
23815,38.0
6277358,38.0
6277359,31.0
223488,53.0
6277360,26.0
6277361,26.0
6277365,49.0
6277368,43.0
265574,40.0
6277371,23.0
6277373,37.0
2750380,27.0
6277374,27.0
1347523,46.0
6277378,35.0
6277379,27.0
708967,40.0
2106758,67.0
6277382,27.0
4613952,35.0
76904,28.0
3575666,32.0
21487,41.0
1217772,35.0
3823316,38.0
1862029,41.0
6277390,36.0
131189,36.0
6277391,66.0
3358248,29.0
6277395,50.0
1274915,33.0
6277397,27.0
1721982,35.0
1027142,27.0
949013,31.0
4100280,47.0
308708,33.0
91199,36.0
3310753,47.0
1563365,41.0
6277401,24.0
2422315,31.0
6277404,24.0
4451767,40.0
6277406,50.0
6277407,24.0
6277413,29.0
152360,34.0
6277414,29.0
147236,39.0
3710387,40.0
6277417,26.0
6277422,26.0
2641192,28.0
6277429,26.0
197077,25.0
50871,31.0
1618667,41.0
626583,40.0
98028,29.0
207526,36.0
6277440,32.0
1266367,53.0
6277441,25.0
2628592,31.0
6277443,27.0
2534350,26.0
2112873,26.0
5483069,33.0
4651481,32.0
1715797,32.0
5027707,32.0
6277450,24.0
6277451,25.0
6277452,26.0
177182,27.0
1035856,28.0
4562373,27.0
2380512,27.0
44823,30.0
3651631,44.0
6263917,35.0
2684989,25.0
1531877,26.0
6225040,41.0
6277459,26.0
1342115,35.0
3366804,30.0
4994723,25.0
1709860,59.0
6277466,33.0
2077070,46.0
6277468,33.0
2651028,32.0
30198,36.0
713465,34.0
6277471,37.0
1413553,31.0
3335877,31.0
282878,45.0
4788670,32.0
5032396,36.0
860913,31.0
118216,27.0
806567,40.0
1389996,38.0
6277478,31.0
3749800,38.0
142026,36.0
6277488,40.0
1294976,31.0
2333767,36.0
4747811,26.0
3384551,31.0
18417,33.0
237202,50.0
6277491,24.0
1166993,32.0
6277495,25.0
6277496,25.0
1213363,44.0
98014,30.0
82599,42.0
1625170,33.0
5450121,26.0
6277506,45.0
99430,30.0
1983281,32.0
1667079,33.0
229446,42.0
6277512,35.0
81209,40.0
25348,38.0
6277514,33.0
1117406,34.0
6277520,44.0
146375,31.0
2063184,29.0
1468374,31.0
18273,38.0
4255977,26.0
6277531,45.0
267124,36.0
1112983,37.0
819363,47.0
182836,49.0
6277542,35.0
6277543,27.0
260257,40.0
54710,35.0
6243816,33.0
945620,43.0
160334,33.0
1584307,33.0
6277553,35.0
6277556,26.0
6277557,26.0
6277559,37.0
76639,32.0
6277561,28.0
34380,33.0
3621794,29.0
3135799,52.0
1040579,37.0
3878466,26.0
2924962,27.0
888813,37.0
2082083,49.0
490468,43.0
6272802,24.0
724258,34.0
1627414,37.0
1038447,42.0
1023725,42.0
25566,41.0
6277580,30.0
142059,38.0
3388947,33.0
3777609,34.0
4121240,33.0
740125,25.0
6277584,24.0
6277590,42.0
1206460,32.0
888555,36.0
6277597,37.0
2951282,29.0
65253,29.0
6277600,26.0
5861679,28.0
3339024,37.0
6277604,36.0
4538430,28.0
4097290,38.0
1139980,37.0
23246,36.0
1309111,41.0
6277610,25.0
6277611,40.0
2152883,36.0
6222120,46.0
6277615,35.0
4868791,25.0
6277617,44.0
1309173,45.0
152842,41.0
6651,35.0
2341527,35.0
6277618,32.0
14211,47.0
815409,33.0
2794183,31.0
4517944,46.0
41139,38.0
298640,28.0
50518,34.0
6277619,25.0
6277620,30.0
1871875,28.0
1453737,29.0
2559217,34.0
1013853,41.0
4911667,28.0
301034,41.0
58043,31.0
997058,44.0
1318760,36.0
4532427,40.0
1444703,27.0
6268485,30.0
3632954,30.0
6277639,25.0
1107869,35.0
6277645,37.0
44720,40.0
44794,37.0
101864,30.0
38555,42.0
24216,33.0
6277661,62.0
6277664,34.0
6277665,24.0
6277667,36.0
6277668,27.0
34518,35.0
4831,40.0
6277671,30.0
848280,35.0
2568198,45.0
6277673,31.0
6207270,51.0
69391,40.0
6277677,24.0
2337004,37.0
6277679,26.0
451283,29.0
4511777,40.0
1038597,31.0
4158364,26.0
2629297,26.0
1780535,44.0
6277690,35.0
2868663,30.0
6231304,30.0
6277696,23.0
6277701,35.0
6277702,29.0
96946,44.0
838505,48.0
2357433,44.0
6277709,33.0
6277712,27.0
26365,32.0
53274,43.0
46846,30.0
6277717,29.0
6277718,29.0
6277721,36.0
37831,30.0
6275952,21.0
6277726,47.0
6277727,28.0
188195,38.0
4440160,27.0
6277738,32.0
2079119,34.0
5405085,29.0
1251574,34.0
6277743,29.0
6277746,42.0
1750698,44.0
16271,33.0
894399,36.0
6277754,48.0
6277759,25.0
948754,29.0
2394384,23.0
2029643,31.0
2858804,39.0
1109535,32.0
1531906,26.0
1182738,34.0
6277786,30.0
1291053,31.0
41420,31.0
868285,29.0
6277794,39.0
6277797,26.0
337260,31.0
6198126,41.0
6195352,33.0
995454,41.0
6277803,27.0
2321298,35.0
6263138,38.0
1034748,32.0
166700,32.0
823196,56.0
827955,30.0
1645596,27.0
18092,36.0
1445531,44.0
6277810,29.0
2855353,52.0
1214676,44.0
3741230,27.0
3394903,33.0
1237410,39.0
274849,41.0
3045996,47.0
6277815,27.0
1115629,35.0
6275833,24.0
2166339,33.0
923676,35.0
222754,36.0
1244079,51.0
89223,43.0
6277834,26.0
1249074,34.0
4587526,41.0
6277841,28.0
2689452,31.0
4905797,43.0
6277843,26.0
36825,36.0
1063959,29.0
6277857,34.0
6277858,35.0
1752343,38.0
223666,45.0
926690,43.0
19241,38.0
1898764,30.0
5027229,31.0
6277862,23.0
2692550,38.0
6277868,40.0
6277870,24.0
2193246,31.0
6277875,38.0
1435214,31.0
2393625,29.0
1905241,46.0
240022,38.0
36087,30.0
1022466,33.0
875157,38.0
6277890,35.0
4235305,49.0
6277891,40.0
1135754,33.0
3582695,29.0
6191672,38.0
43086,32.0
2005712,48.0
1036841,40.0
5906566,33.0
951623,29.0
864273,36.0
6277899,38.0
841,34.0
6277901,33.0
6277903,26.0
6277904,26.0
6277909,28.0
5864484,29.0
1801883,28.0
6277914,34.0
2473761,37.0
1119869,41.0
4765762,30.0
2436172,47.0
1090747,31.0
1344952,39.0
1226801,38.0
876638,34.0
6277933,31.0
6277935,34.0
258842,31.0
4605746,28.0
2668239,36.0
164218,35.0
3828035,31.0
1382645,42.0
2276257,45.0
1445220,47.0
74248,27.0
1584340,27.0
1887834,35.0
6277942,26.0
6277950,29.0
4886431,25.0
34762,32.0
6277954,29.0
4697032,33.0
1066921,31.0
1720253,39.0
51034,30.0
2418607,34.0
6277964,33.0
1109410,31.0
1103951,35.0
1726256,32.0
1113162,35.0
109938,43.0
1312845,28.0
1802112,30.0
6277968,25.0
6277969,26.0
4959287,44.0
1923231,29.0
25397,29.0
304666,31.0
1872667,35.0
6277973,34.0
6277976,32.0
2023417,30.0
81697,32.0
6277501,35.0
850701,35.0
923809,33.0
3540474,27.0
870193,40.0
1737968,34.0
4204039,26.0
24893,36.0
6277995,49.0
3000236,32.0
916535,35.0
6277998,25.0
258424,36.0
3526420,47.0
6278007,25.0
6278009,33.0
1438226,37.0
18100,37.0
6244163,32.0
1133068,31.0
17677,40.0
6278019,23.0
6278020,24.0
75565,28.0
1464125,48.0
6278024,25.0
857637,35.0
71977,30.0
208958,31.0
590492,30.0
1158585,43.0
6278033,50.0
33806,41.0
1031739,41.0
2375414,27.0
50630,32.0
6278036,30.0
6278037,25.0
4915697,35.0
6278040,30.0
29904,32.0
6278046,28.0
17800,27.0
29650,41.0
1017429,36.0
2622662,24.0
2239248,34.0
1604844,46.0
2631753,26.0
904711,37.0
6194398,40.0
4848657,25.0
994399,30.0
22992,40.0
6278060,26.0
840137,42.0
6278063,30.0
6278065,42.0
6278067,26.0
434397,41.0
660139,41.0
6278069,26.0
5329769,25.0
6278070,22.0
834739,34.0
6278078,27.0
6278080,29.0
6278083,49.0
6278084,32.0
6278087,44.0
6278089,37.0
6278090,27.0
942988,52.0
2751435,27.0
6278094,26.0
6278095,25.0
1113536,32.0
4518417,38.0
130929,27.0
4769489,40.0
820624,32.0
1658131,34.0
14991,35.0
25842,37.0
2739381,40.0
1804518,30.0
1054153,38.0
18066,30.0
3624474,29.0
6278116,26.0
4179953,29.0
6278123,32.0
3652850,27.0
531762,36.0
225052,50.0
1930844,27.0
4234982,57.0
6274857,35.0
6278133,27.0
52099,36.0
1920826,31.0
6278139,31.0
6278141,25.0
6278143,31.0
6278144,32.0
3737958,39.0
1403022,39.0
6278147,42.0
6278149,28.0
1201992,39.0
51484,28.0
6278151,37.0
4016986,31.0
31819,34.0
1416205,32.0
694517,28.0
6278154,24.0
22450,30.0
53477,36.0
6278159,34.0
6278161,35.0
6278163,37.0
1038695,33.0
4936317,31.0
3338330,34.0
6278170,35.0
2206715,31.0
6278172,35.0
258623,28.0
238418,36.0
6278175,24.0
6278177,33.0
1099945,33.0
6278178,30.0
255711,28.0
3339031,25.0
1374953,42.0
865092,49.0
4729926,40.0
128226,36.0
87753,29.0
2957072,39.0
223268,37.0
6278183,26.0
182061,52.0
2442661,31.0
814067,44.0
1933835,28.0
6278186,40.0
4512070,44.0
112647,39.0
5911367,27.0
19437,30.0
3693296,35.0
6278190,24.0
4540085,35.0
6278193,24.0
17874,33.0
5024934,26.0
244705,34.0
160448,40.0
94167,38.0
6278195,44.0
6278196,34.0
1976740,31.0
299626,36.0
28290,41.0
1336157,31.0
3075721,30.0
6268583,31.0
298369,39.0
206809,51.0
2211333,38.0
836786,46.0
6278202,26.0
6278205,53.0
146846,35.0
1299425,39.0
21050,29.0
4702371,43.0
1148322,35.0
2108869,35.0
326356,35.0
2271158,44.0
6191930,31.0
6192073,35.0
3292382,26.0
834018,39.0
6278209,44.0
6275274,36.0
2405636,26.0
1339278,36.0
107785,39.0
36336,38.0
80255,40.0
6278210,21.0
12131,39.0
6278212,25.0
1705455,46.0
6278214,25.0
2420594,27.0
28457,28.0
6278217,51.0
6278220,24.0
6278223,24.0
1267618,37.0
209266,44.0
223585,35.0
6278225,29.0
6278226,47.0
32601,36.0
6278228,24.0
230087,41.0
6277435,25.0
6278229,27.0
72532,31.0
817437,43.0
2187324,32.0
49398,55.0
29411,34.0
1143036,44.0
304566,40.0
1240842,31.0
1106699,34.0
249845,42.0
2711044,32.0
4806085,37.0
2645281,30.0
78739,30.0
2192431,43.0
6278242,39.0
1053869,47.0
2629680,29.0
2167858,31.0
1701958,37.0
6278247,44.0
42068,29.0
1265864,27.0
17572,36.0
6278251,38.0
6193536,42.0
466830,25.0
3566190,30.0
6278255,31.0
6278259,26.0
48572,32.0
1097611,33.0
152581,33.0
6278261,29.0
2008430,36.0
4689936,26.0
49920,43.0
6278262,35.0
236952,39.0
533332,43.0
23045,38.0
1244351,43.0
230975,38.0
22595,28.0
23398,34.0
157130,40.0
6278266,28.0
1970678,27.0
1202402,44.0
6278269,24.0
6278270,33.0
46593,24.0
944131,33.0
1111607,37.0
1738545,30.0
4558062,52.0
6278275,39.0
6278278,25.0
1625376,39.0
6278282,33.0
6278283,25.0
6254579,27.0
30205,44.0
1900558,30.0
6278285,42.0
6278288,27.0
775345,44.0
2345138,37.0
3272219,38.0
1315460,33.0
300501,36.0
22697,37.0
6278292,27.0
2081267,47.0
6278297,25.0
2363823,32.0
2419245,28.0
2184570,50.0
4569635,39.0
3013274,44.0
6278310,53.0
233506,43.0
2433841,36.0
6278312,35.0
835849,50.0
6201013,25.0
2652096,30.0
2556645,32.0
6263610,35.0
143028,38.0
886645,29.0
1464103,32.0
2365011,33.0
4932850,28.0
29461,32.0
6278324,36.0
4243883,34.0
6278327,35.0
26361,29.0
1345634,44.0
6278330,46.0
241138,31.0
6278331,25.0
6278332,43.0
2347594,40.0
18347,27.0
2216246,41.0
86060,40.0
50538,38.0
261727,31.0
6278337,45.0
1177497,53.0
368676,57.0
6278339,44.0
10821,35.0
1468308,33.0
17421,39.0
59753,29.0
6278347,38.0
1025500,48.0
1289898,34.0
995710,37.0
995317,34.0
6278355,39.0
6278356,44.0
6278357,27.0
1311049,32.0
1140803,38.0
6222404,37.0
21123,38.0
6278366,32.0
1323571,44.0
1014880,40.0
2566216,40.0
1022763,55.0
4756372,55.0
226892,41.0
6278373,32.0
2873213,43.0
235567,30.0
28890,34.0
84678,41.0
4468868,48.0
1733188,38.0
3583021,40.0
6278378,42.0
1617199,32.0
2005882,40.0
1136170,33.0
1860071,42.0
1058475,33.0
734918,32.0
1825440,25.0
2150415,36.0
5929251,47.0
6278390,42.0
6278392,38.0
6278396,37.0
6278397,31.0
226503,51.0
1258683,54.0
6278399,29.0
6197073,36.0
837978,43.0
6278402,29.0
2091703,34.0
6278406,42.0
84679,43.0
6278408,26.0
6278410,60.0
1002257,35.0
1157501,34.0
6278411,26.0
52130,42.0
104856,54.0
6278412,24.0
1073213,37.0
6278413,28.0
1200849,37.0
6278415,44.0
6278416,39.0
1297375,36.0
6278422,28.0
3150672,33.0
28687,33.0
3387084,47.0
160043,29.0
2482626,51.0
2185123,36.0
865556,33.0
312767,39.0
1594747,36.0
997325,43.0
3701895,33.0
1449956,27.0
52714,38.0
1347318,31.0
37512,43.0
6278430,42.0
1893858,41.0
2894356,29.0
41888,45.0
3528086,27.0
1139453,40.0
4684623,36.0
1927127,25.0
24007,36.0
899988,40.0
17924,48.0
6278433,34.0
1971117,45.0
2372867,27.0
1111567,36.0
869535,46.0
239631,37.0
225425,46.0
881565,39.0
1200866,43.0
1227973,41.0
3339029,27.0
918671,44.0
23906,40.0
520422,28.0
6278446,32.0
4681919,40.0
3767738,47.0
856844,33.0
25916,31.0
11511,32.0
4812071,27.0
162365,26.0
30557,49.0
6278455,43.0
4690754,30.0
6268128,37.0
3737292,29.0
225745,47.0
1082365,32.0
37827,39.0
215621,26.0
28924,36.0
6278458,24.0
6278463,23.0
1015475,43.0
6278464,35.0
1082964,49.0
171080,35.0
7211,40.0
42429,30.0
1000296,37.0
6278469,68.0
3277805,39.0
6278473,41.0
1782545,42.0
6278474,24.0
4595170,27.0
158889,40.0
2397000,26.0
6278030,26.0
100702,38.0
3809608,43.0
25477,32.0
6278485,23.0
6278487,26.0
18664,39.0
88011,34.0
1363197,34.0
1311453,33.0
818730,43.0
2089015,47.0
1336243,40.0
1589529,32.0
4621995,37.0
473472,28.0
83847,43.0
4311593,27.0
6278497,25.0
2654175,41.0
217163,43.0
848553,44.0
6278505,22.0
1898497,50.0
9741,36.0
1129615,35.0
492070,28.0
6278511,36.0
35118,
2745666,28.0
312689,47.0
84443,42.0
1330958,29.0
6278515,27.0
305453,50.0
4437612,31.0
79736,35.0
6278517,32.0
27782,37.0
1235537,34.0
4950414,29.0
6278521,28.0
1341600,25.0
1189852,48.0
6278523,31.0
181767,36.0
6278526,42.0
6278527,27.0
43629,38.0
6209014,36.0
931828,40.0
3720362,26.0
217055,34.0
4473918,35.0
1766876,32.0
206731,41.0
87393,43.0
1154537,32.0
6278540,26.0
4768968,28.0
2623810,58.0
1341677,30.0
4870009,44.0
2033829,28.0
6278547,45.0
820041,38.0
1431691,35.0
6278549,21.0
1230155,42.0
6278550,25.0
1055134,32.0
6278553,24.0
2472717,50.0
56861,29.0
2475205,30.0
3032288,33.0
6278556,40.0
2641397,34.0
6269105,26.0
1759663,35.0
4405593,26.0
6203495,29.0
1060387,36.0
25694,34.0
246310,59.0
6278561,25.0
311199,37.0
917136,45.0
231,40.0
50453,32.0
2326201,33.0
1373565,43.0
49937,28.0
6278570,26.0
6273742,35.0
2962690,43.0
1212442,54.0
908415,32.0
101944,30.0
6278576,44.0
6278580,32.0
4604716,41.0
1107177,34.0
918649,34.0
1076771,41.0
6278583,22.0
1875826,28.0
6278586,33.0
244910,41.0
3577967,27.0
2154434,42.0
2903432,47.0
25677,
6278592,35.0
111205,29.0
224783,36.0
234609,45.0
66972,27.0
932391,37.0
6278595,28.0
6278596,34.0
995321,36.0
3721,30.0
2025034,35.0
5454428,32.0
6278599,41.0
1784953,29.0
42863,37.0
848664,46.0
897813,36.0
18386,30.0
2573012,28.0
6278604,42.0
1102421,29.0
999748,50.0
1134629,32.0
4683491,22.0
6278607,25.0
4997814,28.0
3878319,28.0
55449,26.0
1098632,40.0
886874,30.0
6278621,28.0
6277753,36.0
1097526,36.0
6278625,38.0
6278629,37.0
33097,32.0
29376,33.0
2564483,34.0
1156404,33.0
6278637,35.0
1474926,33.0
6278638,36.0
4224243,43.0
3424846,27.0
30268,39.0
6278640,22.0
6278641,24.0
6278642,25.0
2131128,40.0
159864,29.0
6278647,44.0
4755483,32.0
5850465,36.0
26961,27.0
4275917,42.0
830008,31.0
2480210,31.0
4266082,35.0
32809,29.0
6278657,29.0
69222,35.0
278316,36.0
37813,32.0
4524336,26.0
6268701,32.0
6278660,24.0
6278665,35.0
6278667,26.0
4511715,30.0
855368,24.0
1358151,29.0
816241,33.0
2638843,27.0
69199,40.0
3715316,29.0
2482461,27.0
2430036,40.0
6278672,23.0
832749,48.0
2687371,34.0
1266980,33.0
1097079,40.0
1249770,43.0
235853,41.0
825244,49.0
1177417,36.0
6278684,26.0
1329837,27.0
816541,35.0
3235788,32.0
6278685,40.0
140786,49.0
6278687,44.0
6278689,38.0
6278691,50.0
3184415,26.0
2397204,30.0
4469324,37.0
6205720,35.0
1338169,46.0
6203507,28.0
139954,32.0
4754899,31.0
1248796,43.0
1731198,38.0
6278698,24.0
6278699,25.0
19930,35.0
202375,31.0
2076638,35.0
57479,29.0
6278702,32.0
2649822,26.0
1229347,31.0
25927,31.0
5814391,31.0
6278711,30.0
2064900,45.0
1380362,50.0
1084593,30.0
1706630,31.0
5457831,36.0
4562332,30.0
3513992,49.0
5034311,48.0
590045,38.0
6278720,35.0
2634563,42.0
2407952,33.0
48803,41.0
1035300,39.0
6209254,35.0
285378,47.0
2181051,41.0
286711,35.0
1215731,41.0
1799575,40.0
1611172,38.0
17318,49.0
6278732,36.0
83879,27.0
1292174,43.0
1961975,30.0
1730891,35.0
66254,35.0
92300,29.0
6198953,31.0
2641363,27.0
18277,29.0
703121,46.0
879105,37.0
6278738,24.0
6278742,30.0
23649,40.0
6278745,29.0
205194,37.0
4747093,32.0
123001,29.0
5878349,28.0
26885,39.0
369513,35.0
1185919,39.0
154983,41.0
6278753,50.0
5448165,42.0
6278756,39.0
6278757,33.0
995487,40.0
4239560,32.0
6278758,25.0
50370,33.0
215878,28.0
43089,34.0
1929020,27.0
5887428,35.0
6278774,60.0
1663813,34.0
6278775,24.0
34772,38.0
1717016,30.0
6278779,36.0
6203823,32.0
2383951,28.0
1015556,28.0
2027246,51.0
6278783,42.0
3246648,33.0
6199672,43.0
64063,28.0
8031,31.0
6278785,38.0
1275135,47.0
6278787,33.0
1656286,41.0
6278789,26.0
6278792,36.0
44681,31.0
158275,31.0
6278796,30.0
29761,34.0
2553527,32.0
6278806,24.0
89399,30.0
6278809,25.0
6278815,24.0
216133,53.0
480476,27.0
3768225,39.0
20309,38.0
6278821,24.0
2495824,35.0
4776728,31.0
51886,32.0
3452253,38.0
450473,31.0
23256,32.0
88363,29.0
51114,42.0
1167470,30.0
6278835,35.0
6278838,36.0
3914196,35.0
24912,41.0
2115286,37.0
6278841,27.0
819790,34.0
6278842,40.0
6278845,40.0
2395524,27.0
1654860,39.0
1940896,39.0
1271714,30.0
6278859,43.0
6262312,39.0
2025425,31.0
6278863,28.0
2328846,35.0
1167319,47.0
4874540,24.0
790584,32.0
6278865,35.0
4566325,42.0
91864,38.0
6278867,27.0
139705,43.0
34318,34.0
6278870,30.0
51333,29.0
4838572,25.0
6278875,41.0
53824,37.0
6278877,32.0
2626572,31.0
853758,32.0
202142,31.0
6278882,25.0
24538,27.0
46643,30.0
17725,
6278884,38.0
6278887,23.0
6278888,26.0
4616723,28.0
42073,39.0
6278890,36.0
6278891,41.0
6278893,34.0
3616488,31.0
6278894,42.0
6278896,24.0
3589597,30.0
85128,42.0
1009028,35.0
4704756,30.0
2162250,34.0
6278898,28.0
6278900,33.0
1179428,37.0
5812239,39.0
6278901,36.0
175338,34.0
927547,41.0
245845,39.0
6278904,35.0
4479101,33.0
1034081,30.0
38244,51.0
6278909,39.0
874522,46.0
208982,36.0
1783159,35.0
6278912,44.0
78276,28.0
689737,35.0
46881,32.0
1020846,41.0
259825,43.0
1241146,32.0
6278920,49.0
2563971,51.0
62551,29.0
1070629,32.0
1255829,44.0
4513323,37.0
1881259,36.0
4774976,27.0
2234813,40.0
3600641,34.0
905031,33.0
1675716,34.0
81356,28.0
3475925,35.0
6278927,43.0
1031244,51.0
4943307,33.0
6278931,33.0
1268794,32.0
1688736,27.0
77814,26.0
5808482,58.0
1753278,28.0
1301177,29.0
1056001,36.0
236055,39.0
6278936,27.0
6278937,35.0
6278939,25.0
6278941,36.0
6278942,35.0
6278944,27.0
241512,35.0
92313,31.0
6278946,46.0
6278947,38.0
2373751,27.0
3552186,29.0
2334500,26.0
6278948,32.0
6278949,31.0
6278950,19.0
6278951,19.0
110973,33.0
2630149,27.0
1926573,30.0
6278964,49.0
3244164,28.0
22169,44.0
6278966,34.0
6278967,36.0
396235,40.0
6278973,26.0
3508222,26.0
6278978,39.0
6278980,29.0
2172668,35.0
4235617,39.0
6278984,23.0
6278985,24.0
78717,30.0
6278988,29.0
2637034,27.0
2516651,28.0
6251149,37.0
814053,34.0
6278989,42.0
140565,36.0
1449810,42.0
6278999,24.0
1904784,43.0
1112109,37.0
4569246,31.0
1972850,46.0
2850619,40.0
853687,35.0
6279005,28.0
6279007,31.0
20936,41.0
224393,37.0
6209146,38.0
42189,43.0
6201071,23.0
2457274,
6231964,44.0
6279012,28.0
122819,22.0
54790,32.0
4600303,25.0
1446722,34.0
24093,32.0
6276047,32.0
1334027,37.0
6279016,28.0
184347,40.0
61788,31.0
239994,36.0
6279017,35.0
4613950,39.0
1379067,42.0
6237702,37.0
78702,27.0
1237697,56.0
6268466,36.0
229139,57.0
6279023,34.0
1234789,45.0
234394,36.0
2271190,35.0
6279024,38.0
1480579,32.0
6279027,31.0
6279028,26.0
4562077,42.0
4541531,32.0
94761,31.0
1221491,43.0
6279037,38.0
6278873,24.0
5463277,59.0
6279038,33.0
6279039,27.0
6279040,25.0
6279043,29.0
6279044,28.0
6279045,38.0
6279047,30.0
6279049,26.0
1477815,34.0
6279052,36.0
4467676,27.0
1219654,35.0
6279062,36.0
164494,37.0
692876,36.0
6279066,24.0
1363403,35.0
6279068,35.0
449428,32.0
6279076,26.0
47473,41.0
917446,46.0
447334,33.0
312049,43.0
2356459,30.0
6279082,25.0
3337842,36.0
833616,28.0
115543,27.0
1653880,29.0
5252196,36.0
436504,42.0
6279084,43.0
6279085,42.0
6279086,39.0
157917,36.0
23799,45.0
5450678,29.0
885016,41.0
826463,34.0
19270,39.0
4738641,34.0
23806,47.0
2331381,44.0
6191960,40.0
17791,39.0
21352,30.0
3872320,27.0
370220,29.0
2710366,26.0
108385,39.0
6279097,25.0
6279098,24.0
232343,41.0
890064,40.0
236548,39.0
1423226,29.0
1279140,36.0
3479038,44.0
6279105,44.0
4457678,38.0
6273529,27.0
571439,37.0
6279109,36.0
4260412,24.0
3600253,26.0
2383631,24.0
47999,27.0
28231,36.0
156091,33.0
6279113,29.0
54529,39.0
3870010,55.0
64835,27.0
1182691,33.0
245846,35.0
6279116,36.0
1294243,40.0
6279117,23.0
6206701,33.0
32727,30.0
6279119,24.0
6211588,27.0
6279121,43.0
146466,41.0
1380721,47.0
6279124,23.0
2357337,28.0
1125267,40.0
1949106,29.0
2575333,35.0
6279128,26.0
6277710,50.0
3594030,41.0
514836,35.0
46595,32.0
6279135,26.0
1135457,29.0
942867,36.0
4887761,25.0
1174622,33.0
6279144,25.0
6279147,34.0
1058556,54.0
3351473,41.0
84639,39.0
6279154,25.0
4883464,27.0
1284269,30.0
847393,35.0
6279159,24.0
