user_id,strength_id_1,strength_id_2,strength_id_3,strength_id_4,strength_id_5,strength_id_6,strength_id_7,strength_id_8
6248517,1,2,3,1,1,3,3,2
6251337,1,4,0,8,1,0,2,4
6257031,0,0,0,1,1,1,0,0
6258253,2,0,0,1,0,1,0,1
6258413,1,0,0,4,1,0,2,3
6259639,1,0,1,1,0,1,0,1
6268164,0,0,0,1,1,1,0,0
6268198,0,0,0,1,0,1,0,0
6268333,2,1,1,2,1,1,2,1
6268459,1,0,0,1,0,0,1,1
6268532,0,0,0,1,0,2,0,1
6268622,1,0,0,1,1,2,0,0
6268623,1,0,0,0,1,0,0,0
6268680,1,0,0,1,0,1,0,1
6268730,1,0,1,3,0,2,0,4
6268977,0,0,0,1,0,2,0,1
6268978,6,2,3,6,4,7,2,7
6268990,0,0,0,1,0,0,1,1
6268991,0,1,0,2,2,0,1,1
6268997,5,5,2,9,5,5,6,8
6268998,1,0,0,1,1,0,1,1
6269007,0,0,0,0,0,1,1,1
6269008,5,0,2,3,1,2,0,2
6269021,1,1,0,3,1,1,1,2
6269035,0,0,0,1,0,0,0,0
6269039,1,1,1,2,1,2,1,2
6269054,2,0,0,2,1,2,0,0
6269055,0,0,1,1,0,0,0,1
6269060,1,0,1,2,0,0,0,2
6269069,0,0,0,1,1,1,1,0
6269090,0,0,0,1,0,0,0,0
6269125,0,0,0,1,0,1,0,0
6269161,3,2,1,4,2,3,4,4
6269184,3,7,1,12,9,3,3,9
6269196,1,1,3,2,0,3,0,1
6269199,0,0,0,1,0,0,0,1
6269219,3,0,0,2,1,2,0,0
6269224,0,1,0,1,1,1,0,1
6269230,1,1,0,0,0,0,0,1
6269237,1,0,1,1,0,0,0,0
6269272,2,0,0,4,1,3,1,4
6269278,1,1,0,1,0,1,0,0
6269306,1,1,1,1,1,1,1,1
6269317,0,0,0,1,0,0,0,0
6269371,1,0,1,0,0,0,0,0
6269377,1,1,1,1,1,2,1,1
6269396,2,1,2,4,1,2,0,4
6269426,1,2,4,3,2,1,1,3
6269471,1,1,3,0,3,1,1,1
6269477,0,0,0,0,1,1,1,0
6269496,2,0,1,2,0,2,0,1
6269501,1,1,0,1,0,0,0,1
6269509,0,0,0,1,0,1,0,1
6269528,1,1,0,0,0,1,0,0
6269530,13,7,1,9,6,13,3,10
6269609,0,1,1,5,1,0,1,5
6269655,13,6,8,15,9,15,8,12
6269659,0,0,0,1,0,1,1,0
6269670,1,0,3,3,1,2,1,2
6269712,4,3,1,3,2,5,6,4
6269736,1,0,0,2,0,0,0,2
6269738,1,2,0,4,1,0,0,3
6269753,1,0,0,2,1,0,2,2
6269760,2,1,1,4,2,0,1,1
6269779,0,0,1,1,0,0,0,0
6269793,1,0,0,2,0,0,0,2
6269832,1,2,1,2,2,0,1,2
6269838,0,0,0,0,0,0,0,1
6269843,0,1,0,2,1,1,0,1
6269913,0,1,0,0,0,1,1,0
6269914,2,2,1,1,2,0,2,2
6269949,2,0,0,2,1,3,0,0
6269994,1,2,1,2,1,2,1,1
6270000,10,5,5,10,5,9,8,8
6270059,0,1,0,0,0,1,0,1
6270112,1,0,1,1,1,0,0,1
6270116,0,0,1,1,1,0,0,0
6270128,1,1,1,1,0,0,0,1
6270134,4,0,0,4,3,1,1,4
6270185,0,0,0,1,0,1,0,2
6270190,0,3,1,2,0,0,0,2
6270211,0,0,0,1,0,1,0,1
6270226,2,0,0,1,1,2,0,1
6270238,8,1,0,9,3,3,2,4
6270273,1,0,0,2,1,1,0,1
6270290,1,1,1,2,0,0,1,2
6270372,4,2,3,7,11,2,9,6
6270391,1,2,0,2,1,0,0,3
6270402,1,1,1,1,1,1,1,1
6270429,2,1,1,4,1,4,2,4
6270438,3,2,2,4,5,1,3,3
6270500,4,2,1,3,4,2,0,2
6270506,1,0,0,1,0,1,0,0
6270526,1,1,1,1,1,0,1,1
6270532,1,1,1,1,0,0,1,1
6270606,2,0,0,2,0,1,0,2
6270671,4,1,2,10,1,5,0,9
6270694,1,1,1,2,2,1,1,2
6270720,1,1,0,8,1,1,1,5
6270746,2,1,0,3,0,1,0,3
6270777,4,5,2,7,1,3,3,7
6270799,0,0,0,0,0,1,0,0
6270809,1,0,0,1,1,0,0,1
6270877,1,0,0,0,0,0,0,0
6270879,1,0,1,2,0,2,0,2
6270882,1,1,0,3,0,0,0,1
6270887,0,0,0,0,1,0,0,0
6270889,0,1,0,0,0,0,1,0
6270899,1,3,1,0,2,0,1,1
6270972,1,0,0,3,0,2,0,0
6270973,7,3,0,9,5,4,5,10
6270994,3,0,1,2,2,2,0,2
6271038,0,0,1,2,1,0,1,1
6271067,2,1,2,2,0,3,0,0
6271126,0,0,0,1,1,1,1,0
6271132,10,6,8,10,16,2,5,17
6271137,1,0,0,2,0,3,0,3
6271191,2,2,2,7,5,1,2,4
6271276,3,0,0,3,1,2,0,1
6271321,4,1,3,3,4,4,2,3
6271327,0,0,1,1,1,0,0,1
6271361,0,0,0,0,1,1,0,0
6271379,0,0,0,2,1,1,0,1
6271384,1,0,0,0,1,0,0,1
6271386,1,0,0,3,1,3,0,3
6271437,1,0,0,1,1,1,1,1
6271444,0,1,0,1,0,3,0,1
6271474,2,1,1,4,6,6,2,5
6271494,1,1,0,1,0,1,0,1
6271506,1,0,1,2,0,1,0,0
6271511,0,0,0,0,0,0,1,1
6271542,0,1,0,3,0,2,1,3
6271548,5,3,2,5,7,1,3,2
6271576,0,0,1,2,0,2,0,1
6271577,1,0,0,1,0,0,0,1
6271587,1,0,0,1,1,1,0,0
6271588,0,0,1,1,0,1,0,0
6271602,0,0,0,1,0,1,0,1
6271643,0,0,1,1,0,1,0,1
6271667,1,0,0,1,1,2,1,0
6271682,0,0,0,1,0,1,0,1
6271686,2,0,1,2,1,1,0,1
6271688,0,1,1,3,0,3,0,2
6271792,1,1,0,1,1,0,0,1
6271799,0,2,2,5,0,2,1,4
6271810,1,0,0,1,0,1,0,0
6271824,1,0,0,1,0,1,0,0
6271860,0,1,0,3,0,1,0,2
6271877,0,0,0,1,0,1,0,0
6271885,0,0,0,1,0,0,0,1
6271886,3,0,0,4,0,1,0,2
6271892,13,0,0,12,5,17,2,9
6271908,0,0,1,0,1,1,0,0
6271927,1,0,0,1,2,0,0,1
6271947,1,0,0,1,0,0,0,1
6271964,0,0,0,0,0,1,0,0
6272006,0,0,0,1,0,1,0,0
6272029,0,1,1,2,1,3,1,1
6272039,2,0,0,1,2,0,1,1
6272040,2,1,0,2,0,0,0,2
6272055,0,1,1,2,1,0,0,1
6272074,0,0,1,1,0,0,0,0
6272087,1,0,0,0,0,1,0,0
6272126,4,1,2,3,2,4,1,2
6272188,1,0,1,1,1,0,0,1
6272194,1,1,3,8,1,6,1,6
6272204,4,2,2,12,0,3,2,14
6272262,2,2,0,3,1,2,0,1
6272318,1,0,0,0,1,0,1,0
6272322,0,1,1,3,1,1,0,2
6272332,1,1,0,4,1,4,0,1
6272335,1,1,0,2,0,0,0,1
6272354,1,1,1,2,1,0,1,1
6272360,4,3,3,5,2,1,1,4
6272378,1,0,0,0,1,0,1,1
6272382,3,2,1,2,3,2,2,4
6272383,0,0,0,1,1,0,0,1
6272423,1,2,0,3,1,1,0,0
6272448,2,1,1,3,2,2,1,1
6272457,4,1,1,5,0,4,0,4
6272460,1,0,0,1,0,0,0,1
6272553,1,1,0,1,1,0,0,1
6272555,1,0,0,1,0,0,0,0
6272561,1,0,1,1,1,1,0,2
6272577,0,0,0,3,2,0,1,2
6272583,0,0,0,1,0,1,0,0
6272609,0,0,0,1,0,0,0,0
6272616,5,2,2,8,4,3,2,6
6272623,3,1,8,7,7,1,0,4
6272639,2,0,0,1,0,1,0,1
6272657,1,1,0,0,0,1,1,0
6272658,0,0,0,0,0,1,0,0
6272687,1,1,1,1,1,1,1,1
6272695,1,0,0,0,1,1,0,0
6272706,1,0,0,1,0,2,0,2
6272722,0,1,0,0,0,0,0,0
6272757,5,0,3,5,3,4,2,5
6272758,1,0,1,0,0,1,0,0
6272773,1,0,0,1,0,2,0,1
6272812,4,0,0,5,0,4,0,2
6272817,1,0,0,1,1,0,0,0
6272852,1,1,1,2,1,0,1,2
6272869,0,0,0,1,0,1,0,1
6272886,0,0,0,1,0,0,0,1
6272947,1,0,0,1,2,3,0,1
6272949,1,0,1,2,1,2,0,1
6272952,5,3,1,6,3,4,1,4
6272954,2,1,3,3,1,1,1,3
6272957,1,1,0,1,0,1,0,1
6272971,2,0,0,1,1,2,0,1
6272988,0,0,0,0,0,1,0,0
6272997,1,0,0,1,0,1,1,0
6273018,1,0,0,2,0,1,0,1
6273055,2,0,0,2,1,2,0,2
6273169,6,0,1,3,1,6,0,2
6273190,2,1,1,2,1,2,1,1
6273191,2,0,0,0,0,2,0,0
6273219,0,0,0,2,0,0,0,2
6273234,1,0,0,1,0,0,0,1
6273235,5,5,4,5,6,3,2,4
6273263,2,1,1,3,1,2,1,1
6273309,2,2,1,1,1,1,0,1
6273349,0,0,1,4,2,0,0,1
6273374,0,0,0,1,0,0,0,0
6273392,1,1,1,2,1,3,1,1
6273407,1,1,1,3,1,0,2,4
6273447,2,1,1,1,0,2,0,2
6273477,0,0,0,1,0,0,0,1
6273483,0,0,0,2,2,1,0,0
6273491,0,0,0,1,0,0,0,0
6273494,0,0,0,1,0,0,0,1
6273557,5,1,1,9,4,3,2,7
6273607,1,0,0,1,0,0,0,0
6273634,2,3,0,3,0,1,0,1
6273647,1,0,0,0,0,1,0,0
6273660,1,0,0,0,0,1,0,0
6273673,1,0,0,1,0,0,0,1
6273681,1,1,1,1,1,1,1,1
6273709,0,0,0,1,0,0,0,1
6273716,0,0,0,1,0,1,0,1
6273719,0,0,1,2,2,2,0,2
6273738,0,0,0,2,0,0,0,1
6273742,1,0,1,0,1,1,0,0
6273792,0,1,1,0,1,0,0,0
6273794,0,1,0,3,0,0,0,2
6273798,2,0,0,2,1,1,0,1
6273852,2,10,2,17,3,2,1,13
6273861,1,1,0,1,1,1,1,1
6273865,3,2,6,0,4,5,1,0
6273877,1,0,0,1,0,0,0,1
6273906,0,0,0,1,0,0,0,0
6273915,2,0,1,3,1,4,0,3
6273921,0,1,0,0,1,0,0,0
6273932,1,0,0,1,1,0,0,0
6273938,1,1,1,4,0,0,1,4
6273965,0,0,0,1,0,1,0,1
6273976,1,0,1,1,2,0,1,1
6273989,1,0,0,0,0,1,1,0
6274038,1,3,2,7,2,4,1,3
6274051,0,0,0,1,0,1,0,1
6274052,0,0,0,1,0,0,0,0
6274067,1,0,1,1,0,1,0,1
6274077,0,0,0,0,1,1,0,1
6274106,4,3,2,4,2,3,2,3
6274109,0,0,0,2,0,2,0,2
6274133,5,4,2,7,2,4,0,3
6274168,0,1,0,1,0,0,1,1
6274192,1,0,0,1,0,0,0,1
6274232,1,0,0,1,0,1,0,0
6274235,2,1,0,2,2,0,1,2
6274236,3,2,1,5,2,5,0,3
6274266,0,1,0,1,0,0,0,1
6274341,1,0,0,1,0,0,0,1
6274352,3,1,2,2,0,3,0,3
6274357,1,0,0,1,2,1,0,0
6274359,4,1,0,6,2,4,0,6
6274422,2,1,0,3,0,0,2,3
6274431,1,0,0,1,1,0,0,0
6274436,1,0,0,1,0,1,0,0
6274450,1,0,0,1,0,1,0,1
6274532,2,3,1,3,2,2,2,2
6274555,0,0,0,3,1,1,0,1
6274571,2,2,1,6,3,0,2,6
6274581,0,0,0,1,0,0,0,1
6274594,0,2,0,4,1,0,1,4
6274645,1,1,0,4,1,3,0,2
6274694,3,0,0,3,1,1,3,1
6274713,1,1,0,1,0,0,0,1
6274720,0,0,0,1,1,0,0,0
6274753,0,1,0,1,0,0,0,1
6274764,1,0,0,1,0,1,1,0
6274778,1,1,0,2,2,1,0,2
6274813,4,2,0,8,0,9,2,4
6274843,1,0,1,1,0,2,0,0
6274856,1,2,1,3,1,1,0,0
6274859,0,0,0,2,0,2,0,1
6274892,0,1,0,3,1,0,2,1
6274919,0,1,0,2,1,2,0,1
6274940,0,1,0,1,0,0,0,1
6274943,0,3,0,3,0,2,0,3
6274958,4,2,1,5,3,4,0,1
6274959,4,0,0,3,0,2,1,0
6274984,1,1,0,2,1,1,0,1
6274995,1,4,0,12,6,3,0,13
6275053,2,1,2,7,3,2,1,3
6275087,1,1,0,2,2,0,2,1
6275107,0,0,0,1,0,1,0,1
6275112,1,0,0,1,1,2,1,1
6275165,1,0,0,1,0,0,0,1
6275226,0,0,0,2,2,3,0,2
6275262,1,0,1,1,0,3,0,1
6275271,1,0,0,1,0,0,0,0
6275287,5,0,1,4,0,3,0,5
6275323,0,0,0,1,1,1,0,0
6275331,0,0,0,1,0,0,0,0
6275342,3,1,2,5,1,3,0,3
6275343,1,3,0,5,2,3,0,4
6275377,1,1,1,0,0,0,0,0
6275411,3,1,0,3,1,2,0,1
6275418,2,1,2,2,1,1,1,1
6275425,1,0,0,2,1,2,1,1
6275432,1,1,1,2,1,2,1,2
6275438,2,1,0,5,2,2,1,2
6275481,1,1,1,1,0,1,1,1
6275484,1,0,0,1,0,0,0,1
6275486,8,12,1,15,9,4,1,19
6275487,1,0,0,1,0,1,0,0
6275502,4,0,3,4,2,7,0,1
6275509,1,0,0,3,0,2,0,2
6275512,1,1,1,1,2,0,1,2
6275546,0,0,0,1,0,0,0,0
6275566,1,0,1,1,1,0,0,1
6275569,9,3,2,8,5,5,2,3
6275579,2,0,0,1,0,1,0,2
6275593,0,0,0,1,0,0,0,1
6275637,2,0,0,4,0,0,0,3
6275663,1,0,0,1,0,1,0,0
6275668,0,0,0,3,0,0,0,3
6275679,1,0,0,1,1,1,0,0
6275681,33,9,10,33,9,35,4,28
6275682,4,2,1,13,2,5,1,9
6275724,1,0,0,1,0,1,0,0
6275734,2,0,0,3,0,0,0,2
6275777,1,2,0,3,1,0,0,2
6275795,1,1,0,0,1,0,0,1
6275807,3,2,0,1,1,3,0,1
6275811,2,1,2,1,2,2,0,2
6275822,2,1,2,5,2,4,1,1
6275828,0,0,0,1,0,0,0,0
6275831,1,0,0,1,0,1,0,0
6275837,1,3,2,6,3,2,1,3
6275878,3,0,0,4,3,2,0,1
6275889,0,0,0,1,0,1,0,1
6275900,1,1,1,1,1,1,1,1
6275924,0,0,0,2,2,1,0,0
6275936,1,1,3,5,1,2,4,3
6275952,6,1,1,3,5,3,0,3
6275991,2,0,1,1,1,0,0,1
6276007,1,1,0,0,0,1,0,0
6276021,0,0,0,0,0,1,0,1
6276024,3,1,0,4,1,3,0,4
6276040,0,0,1,0,1,0,0,1
6276076,0,0,0,1,0,0,0,0
6276115,0,0,0,2,1,0,0,2
6276130,1,1,1,1,1,0,1,1
6276132,1,1,0,2,0,1,0,0
6276137,4,1,0,5,4,2,1,2
6276170,0,1,1,2,2,0,1,1
6276174,0,0,0,1,0,0,1,1
6276181,11,7,5,23,7,8,3,19
6276206,3,1,2,3,2,2,1,2
6276229,0,0,0,1,0,1,0,0
6276234,1,0,0,0,1,1,0,0
6276235,1,1,0,0,0,0,0,1
6276248,0,1,0,3,1,0,0,2
6276262,0,0,0,1,0,1,0,0
6276302,0,0,0,0,0,1,0,0
6276305,0,0,0,1,0,1,0,1
6276312,2,0,0,1,0,2,0,0
6276325,1,0,0,0,0,0,1,1
6276340,0,0,0,1,0,0,0,1
6276343,1,0,2,5,1,6,0,4
6276351,0,2,0,2,0,2,0,0
6276400,0,0,1,2,1,0,1,1
6276431,1,1,0,3,0,0,0,2
6276441,6,0,1,4,5,7,2,1
6276500,2,1,0,1,1,1,0,1
6276509,0,3,0,4,3,0,1,2
6276527,1,0,0,1,1,1,1,1
6276572,3,1,3,5,0,4,0,5
6276615,4,4,1,6,3,2,2,8
6276634,1,0,1,0,0,1,0,0
6276650,2,0,0,4,1,2,1,2
6276674,0,2,0,2,1,1,0,2
6276685,1,2,1,3,3,3,2,4
6276696,8,2,4,8,4,6,3,8
6276750,0,1,0,1,0,0,0,1
6276789,0,1,0,1,0,1,0,1
6276797,1,1,0,4,1,0,1,3
6276807,3,2,3,10,1,5,4,1
6276846,4,1,0,0,2,4,1,1
6276942,1,2,0,2,1,0,0,2
6276943,0,0,0,1,0,0,0,1
6276945,0,0,0,1,0,1,0,1
6276958,1,0,0,3,1,1,0,3
6276972,2,2,3,3,1,1,2,3
6276979,1,1,0,2,2,0,0,3
6276991,0,0,0,0,1,0,0,0
6276995,0,0,1,3,1,3,0,3
6277001,0,0,0,1,0,0,0,1
6277002,0,1,0,1,0,0,0,1
6277010,3,1,0,5,0,1,0,3
6277031,1,0,0,1,0,1,0,0
6277081,8,23,3,29,16,3,5,24
6277089,1,1,0,1,1,2,0,0
6277090,1,0,0,1,0,1,0,1
6277096,5,2,1,6,1,5,1,3
6277101,3,0,0,3,2,3,0,0
6277120,2,2,2,4,3,2,0,3
6277144,1,1,0,3,0,1,0,3
6277150,1,1,0,2,1,0,1,2
6277153,1,1,1,1,1,1,1,1
6277163,14,0,6,17,7,7,2,4
6277192,8,10,3,23,5,4,0,18
6277221,0,0,1,0,1,1,0,0
6277234,0,0,0,1,0,1,0,1
6277302,2,0,0,4,1,1,0,3
6277360,0,0,0,1,0,1,0,1
6277365,5,1,0,4,0,7,0,1
6277368,2,2,1,2,1,1,1,1
6277379,0,0,0,1,0,1,0,0
6277443,2,1,1,2,2,2,1,2
6277512,0,2,0,3,1,3,0,1
6277600,0,1,0,2,0,0,0,2
6277604,0,0,0,1,0,1,0,1
6277610,6,1,2,7,3,1,0,4
6277611,0,0,0,1,1,0,0,2
6277710,1,0,1,2,0,0,0,0
6277718,0,0,0,0,1,1,1,0
6277753,1,0,0,1,0,0,0,0
6277803,1,0,0,1,1,2,1,1
6277805,0,1,0,1,0,0,0,0
6277875,2,0,0,1,0,2,0,0
6277890,0,1,1,4,2,0,1,3
6277891,1,0,0,1,0,1,0,1
6277906,1,1,1,1,1,1,1,1
6277909,1,0,0,1,0,0,0,0
6277942,0,1,0,2,0,1,0,2
6277950,0,0,0,1,0,1,0,1
6277979,3,0,0,5,2,1,0,2
6277984,5,1,0,5,2,0,0,5
6278007,5,0,0,7,3,1,0,3
6278037,2,0,0,2,0,1,1,1
6278087,2,1,0,2,0,1,0,0
6278094,1,0,0,1,0,1,0,1
6278151,0,1,0,2,1,0,0,0
6278161,2,0,1,6,0,5,0,2
6278205,0,0,0,0,1,0,0,0
6278214,1,2,0,4,0,0,0,3
6278228,0,0,0,1,0,0,0,0
6278229,0,0,0,1,0,1,0,1
6278270,1,0,0,1,0,0,0,1
6278330,1,1,0,0,0,2,0,0
6278337,1,0,0,0,0,0,0,0
6278416,1,0,0,0,0,1,0,0
6278455,12,1,2,7,3,11,3,4
6278458,3,2,2,5,4,0,0,7
6278473,3,1,0,4,0,1,1,2
6278485,2,1,1,3,1,1,1,2
6278515,2,1,0,5,4,1,1,6
6278526,1,0,0,1,0,0,1,0
6278547,8,2,2,8,0,11,0,3
6278570,5,2,4,6,7,2,1,7
6278576,0,1,0,1,0,0,0,0
6278580,3,0,0,3,1,2,0,1
6278595,0,0,1,0,0,1,0,1
6278647,4,3,3,3,2,5,2,3
6278660,2,1,1,7,1,0,0,6
6278665,0,0,0,1,1,0,0,1
6278699,0,1,0,2,0,0,1,2
6278775,0,0,0,1,1,0,0,1
6278785,4,4,1,8,2,6,1,3
6278787,3,1,1,7,1,3,1,2
6278806,0,0,1,0,0,0,1,0
6278821,1,1,0,2,0,0,0,2
6278835,5,19,9,34,9,6,6,29
6278859,0,0,0,1,1,0,0,1
6278894,5,2,2,3,3,5,0,3
6278901,1,1,1,0,0,0,0,0
6278927,1,0,0,2,0,2,0,2
6278947,4,0,0,5,0,2,0,1
6278953,2,2,0,5,5,1,0,6
6278959,0,0,0,1,0,0,0,1
6278980,0,0,0,1,0,1,0,1
6279001,1,0,0,2,1,0,0,1
6279028,1,1,0,3,1,0,0,0
6279037,7,1,2,4,5,4,0,0
6279044,2,1,0,2,1,1,0,1
6279062,1,1,2,1,1,2,0,1
6279076,0,0,0,1,0,0,0,1
6279084,1,1,1,1,0,2,0,1
6279105,1,1,0,3,0,1,1,2
6279135,1,0,1,2,2,1,0,0
6279187,1,0,1,1,0,0,0,1
6279221,1,0,0,0,1,0,0,0
6279225,1,0,0,0,1,0,0,1
6279276,1,0,2,1,0,0,0,0
6279306,1,0,0,2,1,0,0,0
6279310,0,0,0,1,1,0,0,0
6279318,1,0,0,1,0,1,0,1
6279334,0,0,0,2,0,0,0,1
6279371,0,0,0,1,1,1,0,2
6279412,0,0,0,3,0,0,0,2
6279419,0,0,1,3,0,0,0,3
6279427,2,1,2,3,1,1,1,1
6279460,2,1,1,5,1,3,0,4
6279504,2,0,1,3,0,0,1,1
6279523,4,4,1,6,2,5,2,2
6279525,1,1,0,1,0,1,0,1
6279555,0,0,1,0,0,0,0,0
6279560,0,0,0,1,1,0,0,1
6279576,0,0,0,1,0,0,0,1
6279606,1,1,3,8,0,0,2,8
6279616,1,0,0,1,0,0,0,1
6279624,0,1,0,1,1,1,1,1
6279669,3,1,2,3,0,4,1,2
6279709,0,0,0,1,0,1,0,1
6279715,0,0,1,5,4,1,2,2
6279737,0,0,0,2,1,0,0,2
6279771,1,0,1,1,1,1,0,1
6279803,1,0,1,3,1,3,0,1
6279812,2,2,0,1,3,1,0,0
6279818,0,1,0,1,1,0,0,1
6279830,1,1,0,4,2,0,0,5
6279832,1,1,0,3,2,2,0,2
6279834,3,0,0,4,0,2,0,3
6279884,1,1,0,2,2,0,0,0
6279919,0,1,1,1,0,1,1,1
6279920,0,0,0,1,0,0,0,1
6279928,1,0,0,1,0,1,0,1
6279975,0,0,0,0,1,0,0,0
6279991,3,0,0,6,1,0,0,5
6280004,7,3,0,10,7,2,0,5
6280073,2,0,0,1,1,0,1,1
6280090,1,1,1,2,0,1,0,2
6280130,0,0,0,1,0,0,0,1
6280135,8,11,4,20,7,3,6,19
6280147,5,6,7,17,7,2,1,20
6280150,0,0,0,1,0,0,0,1
6280201,0,1,0,2,0,0,0,2
6280224,1,0,0,0,0,1,0,1
6280229,2,2,0,2,1,0,1,1
6280236,2,2,2,2,2,1,1,2
6280240,0,0,0,1,0,0,0,0
6280263,2,0,0,3,1,3,0,3
6280272,0,0,0,1,0,0,0,1
6280299,4,0,0,8,1,4,1,7
6280331,1,0,0,2,1,0,0,0
6280332,1,1,0,1,0,0,0,0
6280343,2,1,1,2,1,3,1,2
6280406,0,0,0,0,1,1,1,0
6280408,0,1,0,1,1,0,0,0
6280448,0,0,0,1,0,0,0,1
6280454,0,0,0,1,0,1,0,1
6280466,3,0,0,4,0,4,0,4
6280475,1,0,0,0,1,0,0,0
6280480,1,0,0,1,1,0,0,0
6280484,4,0,0,5,1,0,2,5
6280504,1,2,3,6,1,2,1,4
6280513,0,0,0,1,0,1,0,1
6280531,0,0,0,0,0,1,0,1
6280559,0,0,0,2,0,0,0,2
6280577,0,0,0,1,0,0,0,0
6280627,0,1,0,0,0,0,0,1
6280688,2,0,0,3,1,0,0,1
6280697,3,0,0,3,1,1,0,2
6280735,1,0,0,1,1,4,0,0
6280756,0,1,0,0,0,0,0,1
6280812,2,2,3,6,2,5,2,4
6280830,1,1,0,3,0,2,0,3
6280880,0,0,0,2,2,0,0,2
6280897,1,4,0,2,2,5,3,3
6280905,0,1,1,1,1,1,0,1
6280958,6,5,5,12,9,6,5,11
6280959,0,0,0,0,1,0,1,0
6280961,0,0,0,1,0,1,0,1
6280979,1,0,0,1,0,1,0,0
6280990,4,0,0,5,0,3,1,2
6280993,0,1,0,1,0,0,0,1
6281029,1,1,1,0,1,1,1,1
6281030,0,0,0,2,1,0,0,2
6281041,2,1,2,2,1,1,0,0
6281172,0,0,0,1,0,0,1,0
6281185,4,0,0,5,0,5,0,0
6281243,0,0,0,3,0,1,0,1
6281269,0,1,0,0,0,0,0,0
6281292,1,1,1,1,1,1,1,1
6281462,1,2,4,4,2,0,2,3
6281513,0,0,0,1,0,1,0,1
6281518,1,1,1,2,1,2,1,2
6281542,1,0,0,0,0,1,0,0
6281580,0,0,0,0,0,1,0,0
6281597,1,0,0,1,0,1,0,0
6281616,1,1,0,1,0,0,0,1
6281647,2,0,0,2,1,1,0,2
6281664,1,0,0,0,0,0,0,0
6281674,0,0,0,1,1,0,0,1
6281677,1,0,0,1,0,1,0,1
6281698,0,0,0,1,0,1,0,1
6281738,10,1,0,17,3,5,1,4
6281780,1,0,0,1,0,1,1,1
6281815,1,0,0,2,1,0,0,2
6281832,0,1,1,8,3,4,1,8
6281872,1,4,0,7,3,1,1,9
6281908,1,0,0,1,0,0,0,0
6281920,1,0,0,1,1,1,0,0
6281934,0,0,0,1,0,1,0,0
6281974,2,1,1,1,2,2,1,1
6281984,2,1,1,0,1,0,0,2
6281985,4,2,1,7,3,4,6,5
6281989,7,1,0,6,3,6,0,3
6281990,1,0,2,2,1,0,0,1
6281993,6,0,2,9,5,3,0,3
6281995,0,0,0,1,0,0,1,1
6282003,0,0,1,1,0,0,0,0
6282018,0,0,0,4,1,1,0,3
6282025,0,1,0,1,0,0,0,0
6282046,20,9,10,43,7,28,1,26
6282089,0,0,0,1,1,0,1,1
6282115,0,0,0,1,0,0,0,1
6282116,1,0,0,1,0,1,0,1
6282126,1,0,1,1,1,0,0,0
6282133,0,0,0,1,0,0,0,1
6282142,0,1,0,1,1,0,0,0
6282153,2,0,0,1,0,2,0,0
6282160,0,1,0,1,0,0,0,0
6282167,1,0,2,1,2,2,0,0
6282219,0,2,1,1,0,0,1,1
6282225,1,0,0,1,0,1,0,0
6282247,0,1,1,0,1,0,0,1
6282258,3,1,0,1,2,2,0,1
6282259,32,22,9,63,27,17,3,49
6282265,2,0,0,3,1,3,0,2
6282269,1,0,1,1,0,0,0,1
6282282,5,4,8,10,3,6,3,10
6282284,1,0,0,0,1,1,0,0
6282312,0,1,0,2,0,1,1,1
6282351,4,2,1,6,2,3,2,5
6282368,0,0,0,1,0,1,0,1
6282375,0,1,0,1,0,0,1,0
6282388,0,1,0,1,0,2,0,2
6282403,1,0,0,1,0,1,0,0
6282415,0,0,0,0,1,0,1,1
6282417,0,2,1,6,0,3,1,5
6282419,0,0,0,5,0,0,0,2
6282427,3,1,4,6,3,2,2,5
6282438,0,0,1,0,1,0,1,0
6282446,2,0,0,2,1,0,0,2
6282454,1,1,0,1,0,1,1,2
6282472,2,2,1,5,1,2,3,4
6282498,0,0,0,1,0,0,0,1
6282528,1,1,2,2,1,2,1,2
6282545,1,1,0,1,0,1,0,1
6282594,1,0,0,1,1,1,1,1
6282596,5,2,1,7,4,7,1,3
6282617,2,0,0,2,1,0,1,2
6282636,2,2,1,4,1,3,4,6
6282672,1,0,1,6,2,5,0,4
6282681,0,1,0,0,0,1,0,0
6282691,1,0,0,1,0,2,0,0
6282700,4,0,0,5,0,3,0,1
6282716,0,0,0,1,0,0,0,0
6282747,1,0,0,2,0,0,1,0
6282757,1,1,1,2,1,1,1,2
6282760,7,3,2,9,2,4,1,6
6282763,4,1,0,2,1,2,2,2
6282781,2,0,0,2,0,2,0,1
6282790,1,1,0,1,0,0,0,1
6282792,3,0,1,1,1,3,0,1
6282813,0,0,1,1,0,0,0,1
6282824,1,1,0,0,0,0,0,1
6282838,4,0,0,4,1,5,0,2
6282907,1,0,0,2,1,1,0,1
6282919,10,8,2,16,1,6,2,15
6282938,1,0,0,1,0,1,0,0
6282946,0,0,0,1,0,0,0,0
6282951,0,0,0,2,2,1,0,2
6282953,3,1,1,7,2,3,0,6
6282960,1,1,0,0,1,0,0,0
6282964,0,1,1,0,0,0,0,1
6282994,66,6,18,83,27,52,3,45
6283002,4,4,2,7,1,2,1,5
6283003,1,0,1,0,0,1,0,0
6283004,1,0,1,2,0,0,0,2
6283033,3,1,0,3,2,1,2,1
6283047,1,1,0,2,1,0,0,0
6283074,0,0,0,2,0,0,0,1
