user_id,purpose_id_1,purpose_id_2,purpose_id_3,purpose_id_4,purpose_id_5,purpose_id_6,purpose_id_7,purpose_id_8,purpose_id_9,purpose_id_10,purpose_id_11,purpose_id_12,purpose_id_13,purpose_id_14,purpose_id_15
69222,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
69258,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0
69259,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1
69280,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
69328,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
69379,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
69386,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
69391,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0
69408,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
69443,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1
69447,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
69524,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
69527,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1
69626,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
69627,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1
69736,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
69780,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
69805,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1
69854,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
69872,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0
69879,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0
69904,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
69943,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0
70125,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0
70228,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1
70245,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
70259,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
70290,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
70320,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
70667,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
70723,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
70783,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1
70840,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
70887,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1
70894,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1
70907,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1
70955,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1
70984,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
70993,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1
70994,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
71025,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1
71077,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0
71084,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
71156,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0
71183,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
71208,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
71225,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1
71266,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0
71278,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
71286,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
71334,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
71403,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1
71650,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
71847,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
71916,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
71977,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
72072,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
72083,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
72175,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
72231,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
72284,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
72363,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
72373,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
72468,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1
72486,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
72519,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0
72532,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0
72564,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
72578,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1
72592,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1
72639,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1
72642,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1
72912,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1
72949,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1
73178,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
73215,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1
73291,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1
73536,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
73552,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73623,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
73817,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73850,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1
73938,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
73972,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1
73991,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
74008,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
74033,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
74041,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0
74088,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0
74248,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
74249,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0
74516,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1
74654,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
74839,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
75114,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
75255,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1
75328,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
75379,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
75403,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1
75453,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
75555,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1
75565,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1
75599,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
75666,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
75677,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1
75745,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
75952,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
76256,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1
76321,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
76374,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0
76425,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1
76435,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0
76526,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
76566,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0
76568,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
76587,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
76630,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
76639,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0
76678,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1
76718,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
76738,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0
76800,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1
76802,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
76888,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1
76904,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0
76976,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0
77018,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0
77036,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
77058,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
77321,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0
77329,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0
77350,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
77373,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
77379,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
77527,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
77552,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
77681,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1
77714,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0
77725,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0
77745,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
77802,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1
77803,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
77808,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
77833,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
77834,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1
77863,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
77911,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1
77927,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0
77954,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1
78144,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0
78180,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
78197,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
78203,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0
78226,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
78262,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
78282,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
78346,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0
78357,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
78370,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0
78435,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
78508,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1
78570,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
78582,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1
78622,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
78638,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
78674,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1
78702,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
78704,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1
78717,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
78739,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1
78866,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78931,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0
79025,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1
79124,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0
79138,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1
79290,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
79374,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0
79421,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
79482,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0
79736,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
79745,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1
79958,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0
79985,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
80163,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
80210,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0
80255,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0
80291,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
80340,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
80366,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0
80415,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
80472,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
80608,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
80779,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
80878,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
81031,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
81047,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
81095,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
81113,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
81171,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1
81182,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
81206,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
81209,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
81246,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1
81276,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1
81282,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
81319,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
81342,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
81356,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
81361,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0
81374,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
81409,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
81425,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
81434,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1
81461,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1
81479,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
81507,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
81508,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1
81517,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
81525,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0
81619,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
81665,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0
81695,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1
81696,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0
81697,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
81706,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
81740,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0
81820,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1
81829,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
81850,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1
81868,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
81892,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
82016,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1
82029,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
82030,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
82042,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
82142,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1
82375,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1
82398,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
82599,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1
82739,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1
82823,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
82845,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1
82865,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
83049,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
83085,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0
83204,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1
83316,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
83327,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
83450,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
83539,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1
83822,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1
83847,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0
83868,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0
83879,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1
83944,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0
84024,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
84064,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
84128,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0
84303,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
84367,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
84368,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0
84378,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1
84380,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
84407,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0
84458,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
84544,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0
84571,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1
84678,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1
84741,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
84758,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1
84808,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
84827,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
84905,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
84974,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1
84994,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1
85020,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0
85063,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0
85088,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
85113,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85128,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
85326,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0
85797,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
85805,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1
85887,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
85902,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0
86060,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
86101,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
86275,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0
86582,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
87040,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1
87057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87069,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
87071,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0
87106,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1
87124,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1
87146,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1
87147,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1
87190,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
87198,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
87252,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
87393,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
87468,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0
87692,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0
87707,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
87747,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
87753,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0
87791,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0
87826,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1
88011,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0
88028,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0
88034,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
88045,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1
88076,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1
88087,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1
88111,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0
88138,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1
88245,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1
88350,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0
88351,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1
88360,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
88363,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1
88430,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
88449,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0
88575,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1
88714,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
88723,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1
88752,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0
88770,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1
88771,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
88845,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
88852,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
88857,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
88880,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1
88930,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0
88943,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1
88963,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1
89002,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1
89021,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0
89038,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
89058,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
89061,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1
89131,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0
89146,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1
89161,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
89165,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
89188,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
89203,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
89223,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
89248,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
89254,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0
89279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
89424,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0
89443,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
89451,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
89457,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
89476,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
89547,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
89558,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
89620,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
89635,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0
89653,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0
89792,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
89982,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1
90324,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
90966,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1
91199,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
91315,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
91387,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
91528,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1
91547,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0
91553,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
91641,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0
91802,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0
91833,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0
91864,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1
92079,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
92121,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0
92283,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
92304,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
92313,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0
92363,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
92440,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1
92489,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1
92508,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
92522,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1
92591,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
92604,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1
92706,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0
92726,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0
92731,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
93147,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0
93358,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
94167,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
94254,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1
94474,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1
94761,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1
94772,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1
95297,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0
95333,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
95366,2,0,2,2,2,2,2,0,2,0,0,1,0,0,0
95417,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
95446,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
95510,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0
95599,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0
95715,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
95802,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1
95809,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0
95818,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
95835,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0
95916,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0
95954,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1
95982,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1
95998,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0
96047,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
96206,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
96235,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1
96277,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
96280,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1
96367,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0
